,movie,year,imdb_rate,metascore,votes,rating,genre,runtime_min,grosess
0,The Creator,2023,7.2,63,"31,781",PG-13,"['Action', ' Adventure', ' Drama']",133,-
1,No One Will Save You,2023,6.3,60,"34,685",PG-13,"['Horror', ' Sci-Fi', ' Thriller']",93,-
2,Meg 2: The Trench,2023,5.1,40,"54,356",PG-13,"['Action', ' Adventure', ' Horror']",116,-
3,Elemental,2023,7.0,58,"81,559",PG,"['Animation', ' Adventure', ' Comedy']",101,-
4,PAW Patrol: The Mighty Movie,2023,6.0,52,"1,447",PG,"['Animation', ' Action', ' Adventure']",88,-
5,Blue Beetle,2023,6.1,61,"51,638",PG-13,"['Action', ' Adventure', ' Sci-Fi']",127,-
6,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,7.3,74,"43,348",PG,"['Animation', ' Action', ' Adventure']",99,-
7,Poor Things,2023,8.3,94,"1,588",R,"['Romance', ' Sci-Fi']",141,-
8,Spider-Man: Across the Spider-Verse,2023,8.7,86,"273,845",PG,"['Animation', ' Action', ' Adventure']",140,-
9,Asteroid City,2023,6.6,75,"78,751",PG-13,"['Comedy', ' Drama', ' Romance']",105,-
10,Guardians of the Galaxy Vol. 3,2023,7.9,64,"328,902",PG-13,"['Action', ' Adventure', ' Comedy']",150,-
11,Indiana Jones and the Dial of Destiny,2023,6.7,58,"132,230",PG-13,"['Action', ' Adventure', ' Sci-Fi']",154,-
12,Dune,2021,8.0,74,"719,312",PG-13,"['Action', ' Adventure', ' Drama']",155,$108.33M
13,The Toxic Avenger,2023,5.9,66,216,R,"['Action', ' Comedy', ' Horror']",102,-
14,Interstellar,2014,8.7,74,"1,997,662",PG-13,"['Adventure', ' Drama', ' Sci-Fi']",169,$188.02M
15,The Flash,2023,6.7,55,"178,553",PG-13,"['Action', ' Adventure', ' Fantasy']",144,-
16,The Meg,2018,5.6,46,"199,296",PG-13,"['Action', ' Horror', ' Sci-Fi']",113,$143.01M
17,65,2023,5.4,40,"73,789",PG-13,"['Action', ' Adventure', ' Drama']",93,-
18,Infinite,2021,5.5,28,"57,479",PG-13,"['Action', ' Sci-Fi', ' Thriller']",106,-
19,Foe,2023,5.5,40,166,R,"['Drama', ' Sci-Fi', ' Thriller']",110,-
20,Alien,1979,8.5,89,"921,911",R,"['Horror', ' Sci-Fi']",117,$78.90M
21,Everything Everywhere All at Once,2022,7.8,81,"482,366",R,"['Action', ' Adventure', ' Comedy']",139,$72.86M
22,Inception,2010,8.8,74,"2,474,955",PG-13,"['Action', ' Adventure', ' Sci-Fi']",148,$292.58M
23,Transformers: Rise of the Beasts,2023,6.1,42,"83,358",PG-13,"['Action', ' Adventure', ' Sci-Fi']",127,-
24,Avatar: The Way of Water,2022,7.6,67,"462,692",PG-13,"['Action', ' Adventure', ' Fantasy']",192,$659.68M
25,Fingernails,2023,6.7,60,196,R,"['Drama', ' Romance', ' Sci-Fi']",113,-
26,Blade Runner 2049,2017,8.0,81,"626,464",R,"['Action', ' Drama', ' Mystery']",164,$92.05M
27,Spy Kids: Armageddon,2023,4.3,55,"2,185",PG,"['Action', ' Comedy', ' Family']",97,-
28,The Hunger Games,2012,7.2,68,"963,244",PG-13,"['Action', ' Adventure', ' Sci-Fi']",142,$408.01M
29,Prey,2022,7.1,71,"215,120",R,"['Action', ' Adventure', ' Drama']",100,-
30,M3GAN,2022,6.4,72,"126,746",PG-13,"['Horror', ' Sci-Fi', ' Thriller']",102,$93.88M
31,Rogue One: A Star Wars Story,2016,7.8,65,"669,479",PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,$532.18M
32,The Prestige,2006,8.5,66,"1,400,258",PG-13,"['Drama', ' Mystery', ' Sci-Fi']",130,$53.09M
33,The Thing,1982,8.2,57,"449,019",16+,"['Horror', ' Mystery', ' Sci-Fi']",109,$13.78M
34,Back to the Future,1985,8.5,87,"1,266,907",PG,"['Adventure', ' Comedy', ' Sci-Fi']",116,$210.61M
35,Infinity Pool,2023,6.1,72,"43,052",R,"['Crime', ' Horror', ' Mystery']",117,-
36,Mad Max: Fury Road,2015,8.1,90,"1,051,109",R,"['Action', ' Adventure', ' Sci-Fi']",120,$154.06M
37,Spider-Man: No Way Home,2021,8.2,71,"834,824",PG-13,"['Action', ' Adventure', ' Fantasy']",148,$804.75M
38,The Matrix,1999,8.7,73,"1,995,561",R,"['Action', ' Sci-Fi']",136,$171.48M
39,Ghostbusters,1984,7.8,71,"432,900",PG,"['Action', ' Comedy', ' Fantasy']",105,$238.63M
40,Tenet,2020,7.3,69,"563,340",PG-13,"['Action', ' Sci-Fi', ' Thriller']",150,$58.46M
41,Free Guy,2021,7.1,62,"403,980",PG-13,"['Action', ' Adventure', ' Comedy']",115,$121.63M
42,In Time,2011,6.7,53,"433,679",PG-13,"['Action', ' Sci-Fi', ' Thriller']",109,$37.52M
43,Jules,2023,6.8,57,"4,356",PG-13,"['Comedy', ' Drama', ' Sci-Fi']",87,-
44,Avengers: Endgame,2019,8.4,78,"1,218,385",PG-13,"['Action', ' Adventure', ' Drama']",181,$858.37M
45,Mortal Kombat,2021,6.1,44,"185,064",R,"['Action', ' Adventure', ' Fantasy']",110,$42.20M
46,Jurassic Park,1993,8.2,68,"1,037,160",PG-13,"['Action', ' Adventure', ' Sci-Fi']",127,$402.45M
47,Arrival,2016,7.9,81,"739,652",PG-13,"['Drama', ' Mystery', ' Sci-Fi']",116,$100.55M
48,Nope,2022,6.8,77,"245,527",R,"['Horror', ' Mystery', ' Sci-Fi']",130,$123.28M
49,Star Wars: Episode IV - A New Hope,1977,8.6,90,"1,416,684",PG,"['Action', ' Adventure', ' Fantasy']",121,$322.74M
50,Prometheus,2012,7.0,64,"629,633",R,"['Adventure', ' Mystery', ' Sci-Fi']",124,$126.48M
51,The Suicide Squad,2021,7.2,72,"387,676",R,"['Action', ' Adventure', ' Comedy']",132,$55.82M
52,The Faculty,1998,6.6,61,"131,702",R,"['Horror', ' Mystery', ' Sci-Fi']",104,$40.06M
53,Donnie Darko,2001,8.0,88,"831,437",R,"['Drama', ' Mystery', ' Sci-Fi']",113,$1.48M
54,Watchmen,2009,7.6,56,"570,593",R,"['Action', ' Drama', ' Mystery']",162,$107.51M
55,Aliens,1986,8.4,84,"744,755",R,"['Action', ' Adventure', ' Sci-Fi']",137,$85.16M
56,Blade Runner,1982,8.1,84,"802,159",R,"['Action', ' Drama', ' Sci-Fi']",117,$32.87M
57,Vanilla Sky,2001,6.9,45,"280,436",R,"['Fantasy', ' Mystery', ' Romance']",136,$100.61M
58,Dark City,1998,7.6,66,"208,227",R,"['Fantasy', ' Mystery', ' Sci-Fi']",100,$14.38M
59,Ghostbusters: Afterlife,2021,7.1,45,"201,625",PG-13,"['Adventure', ' Comedy', ' Fantasy']",124,$129.36M
60,Monsters,2010,6.4,63,"95,666",R,"['Adventure', ' Drama', ' Romance']",94,$0.24M
61,A Clockwork Orange,1971,8.3,77,"861,653",R,"['Crime', ' Sci-Fi']",136,$6.21M
62,The Toxic Avenger,1984,6.2,42,"30,909",R,"['Action', ' Comedy', ' Horror']",82,-
63,Spider-Man: Into the Spider-Verse,2018,8.4,87,"633,096",PG,"['Animation', ' Action', ' Adventure']",117,$190.24M
64,Star Wars: Episode I - The Phantom Menace,1999,6.5,51,"837,413",PG,"['Action', ' Adventure', ' Fantasy']",136,$474.54M
65,The Mist,2007,7.1,58,"329,552",R,"['Horror', ' Sci-Fi', ' Thriller']",126,$25.59M
66,Event Horizon,1997,6.6,35,"191,624",R,"['Horror', ' Sci-Fi', ' Thriller']",96,$26.67M
67,Suicide Squad,2016,5.9,40,"709,008",PG-13,"['Action', ' Adventure', ' Fantasy']",123,$325.10M
68,2001: A Space Odyssey,1968,8.3,84,"700,116",G,"['Adventure', ' Sci-Fi']",149,$56.95M
69,The Fifth Element,1997,7.6,52,"493,213",PG-13,"['Action', ' Adventure', ' Sci-Fi']",126,$63.54M
70,Ant-Man and the Wasp: Quantumania,2023,6.1,48,"206,794",PG-13,"['Action', ' Adventure', ' Comedy']",124,-
71,Eternal Sunshine of the Spotless Mind,2004,8.3,89,"1,048,678",R,"['Drama', ' Romance', ' Sci-Fi']",108,$34.40M
72,Guardians of the Galaxy,2014,8.0,76,"1,246,055",PG-13,"['Action', ' Adventure', ' Comedy']",121,$333.18M
73,Thor: Love and Thunder,2022,6.2,57,"379,757",PG-13,"['Action', ' Adventure', ' Comedy']",118,$343.26M
74,Spider-Man,2002,7.4,73,"855,600",PG-13,"['Action', ' Adventure', ' Sci-Fi']",121,$403.71M
75,Star Wars: Episode III - Revenge of the Sith,2005,7.6,68,"825,703",PG-13,"['Action', ' Adventure', ' Fantasy']",140,$380.26M
76,Halloween III: Season of the Witch,1982,5.1,50,"58,540",R,"['Horror', ' Mystery', ' Sci-Fi']",98,$14.40M
77,Life,2017,6.6,54,"245,126",R,"['Horror', ' Sci-Fi', ' Thriller']",104,$30.23M
78,A Quiet Place,2018,7.5,82,"563,603",PG-13,"['Drama', ' Horror', ' Sci-Fi']",90,$188.02M
79,Starship Troopers,1997,7.3,52,"310,531",R,"['Action', ' Adventure', ' Sci-Fi']",129,$54.81M
80,Mad Max,1979,6.8,73,"216,632",R,"['Action', ' Adventure', ' Sci-Fi']",88,$8.75M
81,Her,2013,8.0,91,"648,970",R,"['Drama', ' Romance', ' Sci-Fi']",126,$25.57M
82,Dune,1984,6.3,41,"168,295",PG-13,"['Action', ' Adventure', ' Sci-Fi']",137,$30.93M
83,Downsizing,2017,5.8,64,"117,780",R,"['Drama', ' Fantasy', ' Sci-Fi']",135,$24.45M
84,Don't Look Up,2021,7.2,49,"573,000",R,"['Comedy', ' Drama', ' Sci-Fi']",138,-
85,Avengers: Infinity War,2018,8.4,68,"1,159,065",PG-13,"['Action', ' Adventure', ' Sci-Fi']",149,$678.82M
86,Predestination,2014,7.4,69,"295,354",R,"['Action', ' Drama', ' Sci-Fi']",97,$0.07M
87,Terminator 2: Judgment Day,1991,8.6,75,"1,144,383",R,"['Action', ' Sci-Fi']",137,$204.84M
88,The Terminator,1984,8.1,84,"901,982",R,"['Action', ' Sci-Fi']",107,$38.40M
89,The Adjustment Bureau,2011,7.0,60,"265,440",PG-13,"['Crime', ' Mystery', ' Romance']",106,$62.50M
90,28 Days Later,2002,7.5,73,"432,545",R,"['Drama', ' Horror', ' Sci-Fi']",113,$45.06M
91,Idiocracy,2006,6.5,66,"176,033",R,"['Adventure', ' Comedy', ' Sci-Fi']",84,$0.44M
92,Annihilation,2018,6.8,79,"349,641",R,"['Adventure', ' Drama', ' Horror']",115,$32.73M
93,Doctor Strange in the Multiverse of Madness,2022,6.9,60,"455,272",PG-13,"['Action', ' Adventure', ' Fantasy']",126,$411.33M
94,Iron Man,2008,7.9,79,"1,099,736",PG-13,"['Action', ' Adventure', ' Sci-Fi']",126,$318.41M
95,Star Wars: Episode IX - The Rise of Skywalker,2019,6.4,53,"477,996",PG-13,"['Action', ' Adventure', ' Fantasy']",141,$515.20M
96,The Matrix Resurrections,2021,5.7,63,"268,851",R,"['Action', ' Sci-Fi']",148,-
97,Children of Men,2006,7.9,84,"518,700",R,"['Action', ' Drama', ' Sci-Fi']",109,$35.55M
98,Alita: Battle Angel,2019,7.3,53,"285,220",PG-13,"['Action', ' Adventure', ' Sci-Fi']",122,$85.71M
99,PAW Patrol: The Movie,2021,6.1,50,"7,642",G,"['Animation', ' Action', ' Adventure']",86,$40.13M
100,E.T. the Extra-Terrestrial,1982,7.9,92,"427,237",PG,"['Adventure', ' Family', ' Sci-Fi']",115,$435.11M
101,Eternals,2021,6.3,52,"370,367",PG-13,"['Action', ' Adventure', ' Fantasy']",156,$164.87M
102,Avatar,2009,7.9,83,"1,362,313",PG-13,"['Action', ' Adventure', ' Fantasy']",162,$760.51M
103,Ready Player One,2018,7.4,64,"466,010",PG-13,"['Action', ' Adventure', ' Sci-Fi']",140,$137.69M
104,Jurassic World Dominion,2022,5.6,38,"192,859",PG-13,"['Action', ' Adventure', ' Sci-Fi']",147,$376.85M
105,V for Vendetta,2005,8.2,62,"1,156,282",R,"['Action', ' Drama', ' Sci-Fi']",132,$70.51M
106,Prospect,2018,6.3,68,"32,315",R,"['Adventure', ' Drama', ' Sci-Fi']",100,-
107,They Live,1988,7.2,55,"139,939",R,"['Action', ' Horror', ' Sci-Fi']",94,$13.01M
108,They Cloned Tyrone,2023,6.6,74,"31,637",R,"['Comedy', ' Mystery', ' Sci-Fi']",122,-
109,Jurassic World,2015,6.9,59,"666,686",PG-13,"['Action', ' Adventure', ' Sci-Fi']",124,$652.27M
110,Deadpool 2,2018,7.6,66,"620,709",R,"['Action', ' Adventure', ' Comedy']",119,$324.59M
111,Snowpiercer,2013,7.1,84,"378,655",R,"['Action', ' Drama', ' Sci-Fi']",126,$4.56M
112,The Martian,2015,8.0,80,"896,613",PG-13,"['Adventure', ' Drama', ' Sci-Fi']",144,$228.43M
113,The Avengers,2012,8.0,69,"1,435,183",PG-13,"['Action', ' Sci-Fi']",143,$623.28M
114,Edge of Tomorrow,2014,7.9,71,"715,124",PG-13,"['Action', ' Adventure', ' Sci-Fi']",113,$100.21M
115,Alien: Covenant,2017,6.4,65,"294,812",R,"['Horror', ' Sci-Fi', ' Thriller']",122,$74.26M
116,Black Adam,2022,6.3,41,"260,655",PG-13,"['Action', ' Adventure', ' Fantasy']",125,$168.15M
117,Zack Snyder's Justice League,2021,7.9,54,"425,146",R,"['Action', ' Adventure', ' Fantasy']",242,-
118,Men in Black,1997,7.3,71,"595,851",PG-13,"['Action', ' Adventure', ' Comedy']",98,$250.69M
119,Independence Day,1996,7.0,59,"595,057",PG-13,"['Action', ' Adventure', ' Sci-Fi']",145,$306.17M
120,Blade,1998,7.1,47,"290,713",R,"['Action', ' Horror', ' Sci-Fi']",120,$70.09M
121,Transformers,2007,7.0,61,"664,099",PG-13,"['Action', ' Adventure', ' Sci-Fi']",144,$319.25M
122,Mars Attacks!,1996,6.4,52,"237,962",PG-13,"['Comedy', ' Sci-Fi']",106,$37.77M
123,Batman & Robin,1997,3.8,28,"263,685",PG-13,"['Action', ' Sci-Fi']",125,$107.33M
124,About Time,2013,7.8,55,"372,817",R,"['Comedy', ' Drama', ' Fantasy']",123,$15.32M
125,Signs,2002,6.8,59,"378,307",PG-13,"['Drama', ' Mystery', ' Sci-Fi']",106,$227.97M
126,Teenage Mutant Ninja Turtles,1990,6.8,51,"102,215",PG,"['Action', ' Adventure', ' Comedy']",93,$135.27M
127,Spy Kids,2001,5.6,71,"124,073",PG,"['Action', ' Adventure', ' Comedy']",88,$112.72M
128,War of the Worlds,2005,6.5,73,"465,904",PG-13,"['Action', ' Adventure', ' Sci-Fi']",116,$234.28M
129,Predator,1987,7.8,47,"442,134",R,"['Action', ' Adventure', ' Horror']",107,$59.74M
130,Star Wars: Episode V - The Empire Strikes Back,1980,8.7,82,"1,345,201",PG,"['Action', ' Adventure', ' Fantasy']",124,$290.48M
131,Sonic the Hedgehog 2,2022,6.5,47,"80,331",PG,"['Action', ' Adventure', ' Comedy']",122,$190.87M
132,The Fly,1986,7.6,79,"195,454",R,"['Drama', ' Horror', ' Sci-Fi']",96,$40.46M
133,World War Z,2013,7.0,63,"700,348",PG-13,"['Action', ' Adventure', ' Horror']",116,$202.36M
134,Wonder Woman,2017,7.4,76,"685,416",PG-13,"['Action', ' Adventure', ' Fantasy']",141,$412.56M
135,Black Panther: Wakanda Forever,2022,6.7,67,"287,004",PG-13,"['Action', ' Adventure', ' Drama']",161,$453.72M
136,Under the Skin,2013,6.3,80,"152,268",R,"['Drama', ' Horror', ' Mystery']",108,$2.61M
137,Star Wars: Episode II - Attack of the Clones,2002,6.6,54,"741,324",PG,"['Action', ' Adventure', ' Fantasy']",142,$310.68M
138,Star Wars: Episode VII - The Force Awakens,2015,7.8,80,"958,079",PG-13,"['Action', ' Adventure', ' Sci-Fi']",138,$936.66M
139,Species,1995,5.9,49,"83,425",R,"['Action', ' Horror', ' Sci-Fi']",108,$60.07M
140,Star Wars: Episode VI - Return of the Jedi,1983,8.3,58,"1,095,671",PG,"['Action', ' Adventure', ' Fantasy']",131,$309.13M
141,Ex Machina,2014,7.7,78,"570,503",R,"['Drama', ' Sci-Fi', ' Thriller']",108,$25.44M
142,RoboCop,1987,7.6,70,"272,880",R,"['Action', ' Crime', ' Sci-Fi']",102,$53.42M
143,Armageddon,1998,6.7,42,"442,149",PG-13,"['Action', ' Adventure', ' Sci-Fi']",151,$201.57M
144,Killer Klowns from Outer Space,1988,6.2,43,"43,240",PG-13,"['Comedy', ' Horror', ' Sci-Fi']",88,$15.63M
145,The Return of the Living Dead,1985,7.3,66,"66,259",R,"['Comedy', ' Horror', ' Sci-Fi']",91,$14.24M
146,Black Panther,2018,7.3,88,"816,863",PG-13,"['Action', ' Adventure', ' Sci-Fi']",134,$700.06M
147,The Lobster,2015,7.1,82,"277,184",R,"['Drama', ' Romance', ' Sci-Fi']",119,$8.70M
148,The Purge,2013,5.7,41,"234,531",R,"['Horror', ' Sci-Fi', ' Thriller']",85,$64.47M
149,Thor: Ragnarok,2017,7.9,74,"794,035",PG-13,"['Action', ' Adventure', ' Comedy']",130,$315.06M
150,The Hunger Games: Catching Fire,2013,7.5,76,"694,163",PG-13,"['Action', ' Adventure', ' Sci-Fi']",146,$424.67M
151,Moonfall,2022,5.1,41,"93,697",PG-13,"['Action', ' Adventure', ' Sci-Fi']",130,$19.06M
152,Valerian and the City of a Thousand Planets,2017,6.4,51,"192,333",PG-13,"['Action', ' Adventure', ' Fantasy']",136,$41.19M
153,Aquaman,2018,6.8,55,"502,901",PG-13,"['Action', ' Adventure', ' Fantasy']",143,$335.06M
154,Dredd,2012,7.1,60,"287,850",R,"['Action', ' Crime', ' Sci-Fi']",95,$13.41M
155,Star Trek,2009,7.9,82,"614,671",PG-13,"['Action', ' Adventure', ' Sci-Fi']",127,$257.73M
156,Sunshine,2007,7.2,64,"261,364",R,"['Sci-Fi', ' Thriller']",107,$3.68M
157,Guardians of the Galaxy Vol. 2,2017,7.6,67,"737,474",PG-13,"['Action', ' Adventure', ' Comedy']",136,$389.81M
158,A.I. Artificial Intelligence,2001,7.2,65,"317,992",PG-13,"['Drama', ' Sci-Fi']",146,$78.62M
159,eXistenZ,1999,6.8,68,"104,837",R,"['Horror', ' Mystery', ' Sci-Fi']",97,$2.84M
160,The Munsters,2022,4.5,57,"10,813",PG,"['Comedy', ' Family', ' Fantasy']",109,-
161,The Maze Runner,2014,6.8,57,"493,313",PG-13,"['Action', ' Mystery', ' Sci-Fi']",113,$102.43M
162,Man of Steel,2013,7.1,55,"798,158",PG-13,"['Action', ' Adventure', ' Sci-Fi']",143,$291.05M
163,X-Men,2000,7.3,64,"634,693",PG-13,"['Action', ' Adventure', ' Sci-Fi']",104,$157.30M
164,Nimona,2023,7.6,75,"31,739",PG,"['Animation', ' Action', ' Adventure']",101,-
165,Superman,1978,7.4,82,"183,598",PG,"['Action', ' Adventure', ' Sci-Fi']",143,$134.22M
166,Captain America: The First Avenger,2011,6.9,66,"878,096",PG-13,"['Action', ' Adventure', ' Sci-Fi']",124,$176.65M
167,Minority Report,2002,7.6,80,"572,689",PG-13,"['Action', ' Crime', ' Mystery']",145,$132.07M
168,Star Trek: Nemesis,2002,6.4,51,"82,633",PG-13,"['Action', ' Adventure', ' Sci-Fi']",116,$43.25M
169,Captain Marvel,2019,6.8,64,"592,224",PG-13,"['Action', ' Adventure', ' Sci-Fi']",123,$426.83M
170,Star Wars: Episode VIII - The Last Jedi,2017,6.9,84,"657,675",PG-13,"['Action', ' Adventure', ' Fantasy']",152,$620.18M
171,District 9,2009,7.9,81,"703,790",R,"['Action', ' Sci-Fi', ' Thriller']",112,$115.65M
172,Vivarium,2019,5.9,64,"69,343",R,"['Horror', ' Mystery', ' Sci-Fi']",97,-
173,Black Widow,2021,6.7,68,"409,253",PG-13,"['Action', ' Adventure', ' Sci-Fi']",134,$183.65M
174,Lucy,2014,6.4,62,"520,836",R,"['Action', ' Sci-Fi', ' Thriller']",89,$126.66M
175,Spider-Man: Homecoming,2017,7.4,73,"697,283",PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,$334.20M
176,Hot Tub Time Machine,2010,6.4,63,"182,480",R,"['Comedy', ' Sci-Fi']",99,$50.29M
177,Solo: A Star Wars Story,2018,6.9,62,"368,769",PG-13,"['Action', ' Adventure', ' Sci-Fi']",135,$213.77M
178,Logan,2017,8.1,77,"805,768",R,"['Action', ' Drama', ' Sci-Fi']",137,$226.28M
179,The Platform,2019,7.0,73,"256,729",TV-MA,"['Horror', ' Sci-Fi', ' Thriller']",94,-
180,Brightburn,2019,6.1,44,"104,742",R,"['Drama', ' Horror', ' Mystery']",90,$17.30M
181,Sky High,2005,6.3,62,"92,453",PG,"['Action', ' Comedy', ' Family']",100,$63.95M
182,The Cell,2000,6.4,40,"106,970",R,"['Crime', ' Horror', ' Sci-Fi']",107,$61.33M
183,The Butterfly Effect,2004,7.6,30,"510,216",R,"['Drama', ' Sci-Fi', ' Thriller']",113,$57.94M
184,The Amazing Spider-Man 2,2014,6.6,53,"523,758",PG-13,"['Action', ' Adventure', ' Sci-Fi']",142,$202.85M
185,Waterworld,1995,6.3,56,"205,378",PG-13,"['Action', ' Adventure', ' Sci-Fi']",177,$88.25M
186,Passengers,2016,7.0,41,"431,173",PG-13,"['Drama', ' Romance', ' Sci-Fi']",116,$100.01M
187,The Invisible Man,2020,7.1,72,"244,554",R,"['Drama', ' Horror', ' Mystery']",124,$70.41M
188,Coherence,2013,7.2,65,"140,588",Not Rated,"['Drama', ' Mystery', ' Sci-Fi']",89,$0.07M
189,Godzilla,2014,6.4,62,"428,576",PG-13,"['Action', ' Adventure', ' Sci-Fi']",123,$200.68M
190,Mortal Kombat,1995,5.8,60,"122,665",PG-13,"['Action', ' Adventure', ' Fantasy']",101,$70.45M
191,Spaceballs,1987,7.1,46,"201,221",PG,"['Adventure', ' Comedy', ' Sci-Fi']",96,$38.12M
192,Jason X,2001,4.4,25,"59,678",R,"['Action', ' Horror', ' Sci-Fi']",92,$13.12M
193,Cell,2016,4.4,38,"29,723",R,"['Action', ' Adventure', ' Horror']",98,-
194,A Quiet Place Part II,2020,7.2,71,"259,463",PG-13,"['Drama', ' Horror', ' Sci-Fi']",97,$160.07M
195,Shang-Chi and the Legend of the Ten Rings,2021,7.4,71,"416,723",PG-13,"['Action', ' Adventure', ' Fantasy']",132,$224.54M
196,WALL·E,2008,8.4,95,"1,166,954",G,"['Animation', ' Adventure', ' Family']",98,$223.81M
197,Superhero Movie,2008,4.6,33,"73,574",PG-13,"['Action', ' Comedy', ' Sci-Fi']",75,$26.64M
198,Escape from New York,1981,7.1,76,"152,145",R,"['Action', ' Adventure', ' Sci-Fi']",99,$25.24M
199,The Amazing Spider-Man,2012,6.9,66,"685,249",PG-13,"['Action', ' Adventure', ' Sci-Fi']",136,$262.03M
200,2012,2009,5.8,49,"390,559",PG-13,"['Action', ' Adventure', ' Sci-Fi']",158,$166.11M
201,Pacific Rim,2013,6.9,65,"520,109",PG-13,"['Action', ' Adventure', ' Sci-Fi']",131,$101.80M
202,12 Monkeys,1995,8.0,74,"636,127",R,"['Mystery', ' Sci-Fi', ' Thriller']",129,$57.14M
203,Terminator: Dark Fate,2019,6.2,54,"188,247",R,"['Action', ' Adventure', ' Sci-Fi']",128,$62.25M
204,Godzilla vs. Kong,2021,6.3,59,"226,268",PG-13,"['Action', ' Sci-Fi', ' Thriller']",113,$100.92M
205,Stargate,1994,7.0,42,"200,299",PG-13,"['Action', ' Adventure', ' Sci-Fi']",116,$71.57M
206,Venom,2018,6.6,35,"519,982",PG-13,"['Action', ' Adventure', ' Sci-Fi']",112,$213.52M
207,Batman v Superman: Dawn of Justice,2016,6.5,44,"740,944",PG-13,"['Action', ' Adventure', ' Sci-Fi']",151,$330.36M
208,Divergent,2014,6.6,48,"478,005",PG-13,"['Action', ' Adventure', ' Mystery']",139,$150.95M
209,Justice League,2017,6.1,45,"470,338",PG-13,"['Action', ' Adventure', ' Fantasy']",120,$229.02M
210,Avengers: Age of Ultron,2015,7.3,66,"901,207",PG-13,"['Action', ' Adventure', ' Sci-Fi']",141,$459.01M
211,Contact,1997,7.5,62,"286,675",PG,"['Drama', ' Mystery', ' Sci-Fi']",150,$100.92M
212,Iron Man 3,2013,7.1,62,"881,995",PG-13,"['Action', ' Adventure', ' Sci-Fi']",130,$409.01M
213,The Pod Generation,2023,5.5,60,"1,696",PG-13,"['Comedy', ' Romance', ' Sci-Fi']",110,-
214,Total Recall,1990,7.5,60,"345,951",R,"['Action', ' Adventure', ' Sci-Fi']",113,$119.39M
215,The Day After Tomorrow,2004,6.5,47,"466,480",PG-13,"['Action', ' Adventure', ' Sci-Fi']",124,$186.74M
216,Spider-Man 3,2007,6.3,59,"620,788",PG-13,"['Action', ' Adventure', ' Sci-Fi']",139,$336.53M
217,Nowhere,1997,6.5,44,"9,856",R,"['Comedy', ' Drama', ' Sci-Fi']",82,$0.03M
218,Looper,2012,7.4,84,"593,097",R,"['Action', ' Drama', ' Sci-Fi']",119,$66.49M
219,10 Cloverfield Lane,2016,7.2,76,"345,588",PG-13,"['Drama', ' Horror', ' Mystery']",103,$72.08M
220,Weird Science,1985,6.6,46,"94,910",PG-13,"['Comedy', ' Romance', ' Sci-Fi']",94,$23.83M
221,Escape Room,2019,6.4,48,"136,321",PG-13,"['Action', ' Adventure', ' Horror']",99,$57.01M
222,1984,1984,7.1,67,"76,582",R,"['Drama', ' Sci-Fi']",113,$8.40M
223,Resident Evil,2002,6.6,33,"282,250",R,"['Action', ' Horror', ' Sci-Fi']",100,$40.12M
224,Knights of the Zodiac,2023,4.4,35,"8,538",PG-13,"['Action', ' Adventure', ' Drama']",112,-
225,Ad Astra,2019,6.5,80,"253,176",PG-13,"['Adventure', ' Drama', ' Mystery']",123,$50.19M
226,Source Code,2011,7.5,74,"538,060",PG-13,"['Action', ' Drama', ' Mystery']",93,$54.71M
227,Frankenweenie,2012,6.9,74,"113,966",PG,"['Animation', ' Comedy', ' Drama']",87,$35.29M
228,The Predator,2018,5.3,48,"140,135",R,"['Action', ' Adventure', ' Horror']",107,$51.02M
229,Upgrade,2018,7.5,67,"198,823",R,"['Action', ' Sci-Fi', ' Thriller']",100,$11.98M
230,Teenage Mutant Ninja Turtles,2014,5.8,31,"217,390",PG-13,"['Action', ' Adventure', ' Comedy']",101,$191.20M
231,Invasion of the Body Snatchers,1978,7.4,75,"66,203",PG,"['Horror', ' Sci-Fi']",115,$24.95M
232,The Beast,2023,6.9,83,226,,"['Drama', ' Romance', ' Sci-Fi']",146,-
233,X-Men: First Class,2011,7.7,65,"712,357",PG-13,"['Action', ' Sci-Fi']",131,$146.41M
234,Pokémon: Detective Pikachu,2019,6.5,53,"177,537",PG,"['Action', ' Adventure', ' Comedy']",104,$144.11M
235,Doctor Strange,2016,7.5,72,"781,970",PG-13,"['Action', ' Adventure', ' Fantasy']",115,$232.64M
236,X-Men Origins: Wolverine,2009,6.5,40,"521,484",PG-13,"['Action', ' Sci-Fi']",107,$179.88M
237,28 Weeks Later,2007,6.9,78,"287,303",R,"['Action', ' Adventure', ' Horror']",100,$28.64M
238,Back to the Future Part II,1989,7.8,57,"558,536",PG,"['Adventure', ' Comedy', ' Sci-Fi']",108,$118.50M
239,Fire in the Sky,1993,6.5,42,"27,354",PG-13,"['Biography', ' Drama', ' Fantasy']",109,$20.10M
240,X-Men: Days of Future Past,2014,7.9,75,"733,114",PG-13,"['Action', ' Adventure', ' Sci-Fi']",132,$233.92M
241,Underwater,2020,5.9,48,"90,547",PG-13,"['Action', ' Horror', ' Sci-Fi']",95,$17.29M
